Time ch_1 ch_2 ch_3 ch_4 ch_5 ch_6 ch_7 ch_8 
1180222.960825 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180222.971227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180222.980642 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180222.991065 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.001437 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.011245 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.020769 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.030565 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.040724 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.051897 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.061274 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.070730 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.080823 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.090956 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.100868 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.111074 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.121047 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.130850 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.140914 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.150685 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.161048 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.170666 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.180952 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.190696 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.201138 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.210491 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.221229 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.230874 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.240673 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.251155 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.261192 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.271301 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.280649 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.292019 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.301944 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.310774 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.320839 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.330622 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.340947 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.350828 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.360661 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.370770 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.380886 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.390740 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.401450 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.410945 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.420801 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.430842 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.440769 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.452439 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.461427 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.471193 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.481182 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.490925 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.500905 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.511248 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.521570 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.530826 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.540752 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.551141 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.560833 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.572275 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.581065 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.590808 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.601481 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.610765 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.621735 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.630947 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.640862 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.650847 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.660980 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.671665 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.680978 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.690870 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.701262 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.710637 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.721389 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.730951 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.740724 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.751298 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.761616 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.772260 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.780922 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.791739 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.801018 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.811186 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.821074 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.830886 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.841047 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.851766 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.861289 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.871561 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.881369 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.892065 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.901269 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180223.911077 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.920873 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180223.932240 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.941480 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.951378 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180223.960729 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180223.970760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180223.981297 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180223.991943 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.001680 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.010911 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.021750 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.030921 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.041013 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.052583 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.061636 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.071554 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.082657 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.091564 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.101225 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.110941 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.121205 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.132458 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.140932 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.151287 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.160871 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.172428 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.181084 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.191778 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.201613 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.211131 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.220964 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.231240 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.240926 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.251426 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.260785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.271084 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.281657 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.291507 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.301135 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.311085 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.321010 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.331493 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.341043 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.351495 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.360860 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.371149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.381130 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.391157 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.401122 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.411079 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.421064 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.431082 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.441147 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.451491 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.461032 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.471587 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.482318 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.490981 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.501419 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.511130 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.520944 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.532344 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.540921 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.551634 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.561038 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.571183 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.581261 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.591085 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.601182 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.612854 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.624961 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.632922 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.641932 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.650753 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.661020 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.670810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.682246 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.690934 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.701227 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.711035 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.720890 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.730986 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.741331 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.751442 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.761044 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.771835 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.783634 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.792231 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.801322 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.811145 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.822096 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.831620 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.841113 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.851101 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.862188 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.871081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.881078 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.891184 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.901531 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180224.910974 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.921864 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180224.930984 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.941025 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.951550 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180224.962200 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180224.972432 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180224.981989 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180224.991770 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.003072 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.011133 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.021675 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.031029 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.041175 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.051887 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.061488 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.071868 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.081567 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.091313 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.102119 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.111504 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.121068 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.131221 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.141089 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.151549 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.161671 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.171460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180225.182535 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.191239 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.201630 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.211257 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.222043 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.230990 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.241389 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.251863 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.261549 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.271911 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.283523 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.291788 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.301758 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.311593 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.321165 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.332099 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.341175 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.351851 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.361158 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.372140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180225.381015 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.391427 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.402021 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.411498 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.427913 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.437178 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.443650 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.451695 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.461819 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.472338 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180225.481619 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.491680 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.502043 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.511448 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.521336 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
1180225.531571 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.541380 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.552114 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 0.951057 
1180225.561200 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 0.587785 
1180225.571138 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1180225.582033 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.591135 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.601954 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 -0.951057 
1180225.611705 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 -0.587785 
1180225.621083 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
