Time ch_1 ch_2 ch_3 ch_4 ch_5 ch_6 ch_7 ch_8 
1690441.045096 0.217806 0.883992 1.468435 0.464660 -0.588703 -0.625880 0.646359 -1.250816 
1690441.054643 0.964501 0.212184 0.385639 -0.159692 -1.444005 -0.555292 1.009945 -0.098309 
1690441.064924 0.509407 0.950918 -1.837065 -0.248493 -0.307854 0.916961 0.091088 1.040479 
1690441.075326 0.947844 1.427468 0.598807 0.136393 0.800850 -0.308049 -0.142917 -0.392477 
1690441.085015 -0.959919 0.609750 1.663511 -1.541131 -0.453917 0.591981 1.118551 1.430547 
1690441.095534 -0.100353 1.054215 0.139153 0.426328 -0.347907 1.220006 -0.040106 -1.001826 
1690441.106295 -0.258354 -1.336820 0.788464 0.332526 -1.645799 -0.726689 -0.081111 -1.854261 
1690441.115131 1.118612 -2.851886 -1.217961 -2.118478 0.688402 0.319996 -1.144396 -1.451053 
1690441.125433 -0.629074 1.872077 0.183789 0.123330 -0.743164 0.190960 0.520923 -1.630991 
1690441.134860 1.168480 -0.943046 0.023497 -0.039471 1.436676 1.230504 -1.276736 -0.864004 
1690441.144950 0.779863 -0.003436 0.791128 1.274994 -0.945652 0.657257 -0.672740 -1.437888 
1690441.156026 -0.287233 0.077995 0.679925 -0.721665 1.074417 1.174957 0.889226 0.765466 
1690441.164817 -1.655272 -2.808864 0.779379 -0.013910 1.339591 -0.354065 1.677333 -1.253649 
1690441.175022 0.305638 -0.334323 0.202709 0.411740 0.230907 -1.050282 0.840448 -0.137887 
1690441.185636 -2.213617 0.694910 -0.848015 1.892972 0.246277 -1.748418 0.166255 -0.366232 
1690441.194997 0.719068 -0.406945 -1.167360 0.601204 0.273919 1.132026 -0.383509 0.597647 
1690441.204582 -0.001983 1.948381 0.254974 0.393856 1.606147 -0.251392 -1.445184 -2.309633 
1690441.215196 0.256397 -0.687856 0.597805 -1.860949 0.355904 -0.162806 -0.745610 -1.102390 
1690441.224471 -0.305061 0.765649 -1.208623 0.707014 0.818031 0.010545 2.161136 -0.264101 
1690441.234741 0.933422 0.225706 0.526937 0.233516 -0.138921 1.473861 1.040146 -1.455742 
1690441.244825 0.017385 -0.020000 0.084873 1.493920 0.563929 -0.592786 -0.362711 0.830702 
1690441.255735 -1.560224 0.719883 -0.252089 -1.489162 0.799763 -0.620729 0.617909 -0.660283 
1690441.265566 -1.043318 -0.148289 1.013438 0.024777 0.606576 -0.501086 -0.317074 -1.273509 
1690441.275084 1.260829 0.227280 0.765167 -0.386538 -1.250649 -1.165414 1.047532 -1.406413 
1690441.284966 2.383538 1.903890 -1.493230 2.999254 0.039630 1.000612 1.499177 -1.379859 
1690441.295300 -0.493448 0.940983 0.197387 -0.883136 1.212942 -1.523467 1.351835 1.346724 
1690441.306489 0.154041 -0.586574 0.023811 0.309764 -0.726325 0.052010 -0.744543 -0.446963 
1690441.316551 0.007222 -2.412859 -0.205429 -1.024545 -0.585196 0.653710 1.324897 0.630149 
1690441.324646 -0.558287 -1.387180 -0.870941 0.064369 1.394647 -0.908911 1.352857 -0.859688 
1690441.335001 0.304801 -0.648580 0.869783 -0.325147 0.338711 -0.160545 -0.020001 -2.412858 
1690441.345782 -0.104228 2.078062 -0.366490 0.725572 -0.445269 1.363865 -1.427530 -0.305275 
1690441.354605 0.574438 0.453160 -1.717231 -0.081881 0.884258 0.659027 0.825166 -0.132751 
1690441.364592 0.923652 -0.408064 -1.535733 0.608393 0.224112 -0.261182 -0.109091 1.836829 
1690441.376033 1.122307 -1.616925 0.183576 -1.299928 1.408641 -0.709139 -0.234981 0.864587 
1690441.385904 1.425644 1.358202 -0.030461 -0.775920 -0.750169 -0.472532 -1.102539 3.104591 
1690441.395136 0.560543 -1.136246 0.084519 0.546721 -0.459688 0.183674 0.084305 -2.192419 
1690441.404546 -1.234975 -0.395898 -0.489748 0.765243 -0.681949 -0.052346 1.004644 0.807080 
1690441.414969 0.434550 -0.601637 -0.165188 -0.418818 -0.771290 -0.002450 0.552021 -0.683221 
1690441.425366 -0.598864 0.240923 -1.518175 -1.534330 -0.233750 0.360670 1.003115 -1.499260 
1690441.435637 -0.717173 -0.092932 -0.297979 0.427231 -0.647229 1.860673 0.511371 1.339805 
1690441.445268 0.466745 0.027781 0.873414 -1.038805 0.371835 -0.332784 0.691601 0.504023 
1690441.455854 1.817686 0.485744 -0.685509 -0.733789 -2.387799 -0.372852 0.126134 -0.596515 
1690441.464710 -0.141735 -1.470154 1.265312 0.279633 0.379168 -2.558974 1.108666 -0.083808 
1690441.476465 2.053573 0.939252 0.341105 0.329170 -1.377534 0.789415 -0.397659 1.269970 
1690441.485031 -0.499832 -0.145469 0.054318 -1.304000 -0.306880 0.294478 0.406743 -0.230968 
1690441.495703 -0.492467 -0.531132 -0.488014 -0.894107 1.161503 -0.789985 -0.080035 -1.479432 
1690441.504846 -0.368461 0.357660 -1.806394 -1.769441 0.082603 -0.185249 -0.521284 0.805411 
1690441.514917 -0.665066 -1.573984 0.654952 0.322729 -0.277481 -1.820748 0.796047 0.287179 
1690441.525551 -2.243663 1.453757 0.552207 -0.554775 -0.530897 -0.627230 0.430260 -1.271801 
1690441.534809 1.013393 0.050351 1.389023 0.577808 -0.165053 -1.738434 0.681917 1.883952 
1690441.544982 0.256744 2.167214 -2.339706 -0.733597 -0.657090 0.499679 0.715792 0.144515 
1690441.554861 1.141586 -0.701284 -0.028354 -1.314945 0.721336 -0.547119 -2.338796 0.283451 
1690441.564758 -0.483003 1.408945 0.690455 0.433372 0.358944 -0.339454 -0.499232 -1.685018 
1690441.575488 1.235622 -0.724573 -1.185506 -0.014679 2.466586 -0.798300 0.495476 -0.201908 
1690441.585119 0.544976 1.533637 1.438768 -1.231226 -0.350928 0.301063 0.881131 -0.499291 
1690441.595389 -1.206903 1.555527 0.158737 0.292265 -0.827398 0.300761 0.074333 0.105322 
1690441.606050 0.655640 1.786704 -0.535248 0.360854 -0.594582 1.327400 -1.216853 -1.284072 
1690441.615250 0.840648 -0.201734 0.359500 -1.707665 -0.815321 1.677048 0.341687 0.837487 
1690441.624732 0.166585 -0.386825 0.010276 -0.120989 0.092007 0.210818 1.136655 -1.799071 
1690441.635224 -0.110500 0.742674 1.161006 -0.211021 0.599189 0.298747 1.149386 1.619729 
1690441.645175 0.111462 -0.659494 -0.224630 -0.710798 0.758887 0.970144 -0.525491 0.013278 
1690441.654857 0.981572 -0.114150 -0.440084 0.076760 -0.422419 -1.325448 0.782155 -0.153603 
1690441.664956 0.616545 -0.026804 -0.474589 0.008239 -0.145085 0.604174 -1.200481 0.252898 
1690441.675390 0.393244 0.385836 -0.356928 1.458737 0.647037 -0.306001 -0.764202 0.875526 
1690441.685012 0.150004 -0.832885 2.205408 1.756205 1.140865 1.311669 -2.044066 1.337776 
1690441.695170 1.488245 1.550632 2.589685 1.368856 -1.171373 -0.490737 2.374593 -2.483474 
1690441.704957 -1.210856 -0.814498 0.784778 -0.535904 0.723397 -0.126851 1.555386 1.275232 
1690441.715004 -1.445418 1.880418 1.218809 0.992194 0.247714 0.099226 -1.147236 1.315724 
1690441.724810 0.446583 -0.469226 1.114307 0.162008 0.634661 -1.545507 0.862824 -0.053137 
1690441.735556 -1.890392 2.339517 0.115195 -0.038562 -1.351678 -0.044964 1.211135 1.237809 
1690441.744860 0.292720 1.115510 -1.697919 0.295282 1.404988 -1.441997 -0.666560 0.201895 
1690441.754891 1.105410 0.819124 -1.258876 0.626567 0.026116 -0.762216 0.181506 0.922623 
1690441.764685 -0.480710 0.322373 -0.694992 0.461246 -0.255953 0.959027 -0.725441 -0.724311 
1690441.776190 -0.163824 -1.073991 -0.210169 -0.449058 0.062545 1.574282 -2.215786 -0.469311 
1690441.785220 -0.366534 -0.728795 -0.014291 -0.146513 1.060972 -0.879773 -0.893545 0.592368 
1690441.795268 1.085131 -1.291434 -1.228378 -0.220639 1.214201 -0.317273 1.536443 -1.316693 
1690441.804680 -1.387737 1.691922 0.036918 -0.768282 -0.497167 -0.537668 1.273634 0.185473 
1690441.815038 -0.261348 1.582458 1.243970 0.465727 -0.476376 -0.286131 -0.493845 -0.376136 
1690441.825215 -0.716229 0.346612 0.418895 0.951604 -0.141176 0.292688 0.156907 0.786714 
1690441.834837 -0.656614 0.850326 -0.032260 0.886119 -0.496421 -0.548329 0.394806 -0.043661 
1690441.844924 -1.032138 -0.754280 0.287810 -0.184955 0.373345 0.282286 -0.405662 0.425610 
1690441.855293 0.269952 -0.469412 -1.273957 -1.530616 0.190370 0.774460 -0.177085 1.642292 
1690441.864706 1.265502 -0.496130 -2.109276 1.408532 0.235533 -1.546623 -0.477969 0.542215 
1690441.875345 -0.336258 0.066403 0.483938 0.132967 1.850469 -0.670492 -0.273964 -1.726196 
1690441.885076 0.376855 -0.198554 0.172788 0.113413 -1.675189 -0.324593 -0.167967 -1.145030 
1690441.895860 -1.030264 0.169859 0.385765 -1.419172 -0.271565 -0.759318 1.216694 -0.499277 
1690441.906646 -0.180198 0.273358 -0.281650 -0.109512 -0.262843 0.839469 -0.914354 0.675692 
1690441.914744 -0.251714 1.754869 0.217179 -0.469807 -1.339350 0.546217 -0.773076 0.181206 
1690441.924859 -1.227589 0.264582 0.548961 -1.261586 -0.000171 -1.778074 0.543758 0.210831 
1690441.934782 1.038816 -0.507210 -1.971983 0.286676 -0.653288 0.136424 0.045236 -0.116393 
1690441.945035 0.027363 0.501935 -1.102604 -0.297659 0.264159 0.029548 -0.852844 0.567931 
1690441.955018 0.324476 -0.193037 -0.132763 0.798730 -0.646512 -0.493341 -1.365622 -0.395182 
1690441.964793 -0.670933 0.434250 -0.881468 -1.344637 0.600267 0.602050 1.324452 1.473124 
1690441.975153 0.498459 -0.274593 -0.242432 -0.035550 -0.943567 -0.416279 -0.214135 -1.085154 
1690441.985502 -0.999438 0.923809 -0.933787 -0.118691 0.834094 -0.806542 -1.103651 1.312477 
1690441.995811 1.847972 -1.940065 -1.483521 -0.737841 -0.776411 0.578561 -1.502048 -0.860337 
1690442.004680 0.479823 0.125156 -1.146722 0.939859 0.523574 -1.110136 -0.553596 2.719207 
1690442.014891 -0.408483 0.168282 0.677213 0.498445 -0.484017 1.063318 0.330087 -1.331782 
1690442.024889 -0.720996 -0.449559 -0.328033 -0.229454 -0.210602 -0.257983 1.494101 1.713858 
1690442.034883 -0.176753 -1.220653 -0.641392 0.747398 -0.199243 -0.168020 -0.123319 0.902743 
1690442.044963 0.091244 -0.252216 -0.277490 -0.071214 0.744406 -1.748038 -1.264187 -0.518877 
1690442.054779 0.259964 -0.224533 -1.247496 1.334677 -0.407630 1.091850 0.370443 0.705563 
1690442.065486 0.254011 -0.805343 -1.296195 -0.176539 1.903185 0.181455 0.446304 -0.028339 
1690442.075351 -0.661193 -0.385337 1.223658 -0.187297 0.877985 0.112847 -0.195294 -0.255413 
1690442.085067 1.728448 0.540948 -0.137040 1.899492 -0.546459 -1.347742 0.262518 -1.464631 
1690442.095295 0.344282 -0.628621 -0.503379 -0.207209 -1.844123 0.435210 1.111828 -0.622297 
1690442.104943 0.124680 0.751895 -0.680158 1.600954 0.924551 0.633236 -1.271928 -0.177468 
1690442.114960 0.240240 -0.404864 1.691162 0.052913 1.412552 -1.332259 -1.182905 0.198246 
1690442.124864 1.012473 -2.735199 -0.632627 -0.298203 0.316533 0.839374 -0.293513 0.865149 
1690442.134816 0.035421 0.401624 0.850609 0.479498 -0.416296 -0.354730 0.728703 -0.298937 
1690442.145304 1.483503 -3.252089 -1.546992 -0.287596 0.302241 0.968439 1.351019 0.274095 
1690442.154990 0.520050 1.542354 -0.994402 -1.345016 -1.380030 -0.299515 1.085435 -0.133766 
1690442.164882 0.205188 -2.215368 -0.488635 -1.325098 0.587329 0.219208 -0.005682 0.092746 
1690442.175511 -1.292385 1.024881 1.437651 0.805585 -0.505089 1.070346 -0.461978 0.452015 
1690442.185323 0.655377 -0.294631 -0.688405 -1.104862 1.830716 2.301202 1.915078 -0.322014 
1690442.195307 -0.714666 0.439277 -0.553979 -0.151030 0.428685 -0.752600 -0.427177 0.642253 
1690442.204707 1.306204 0.259959 -1.140188 -0.607834 -1.857142 -0.291366 -0.933157 -0.045988 
1690442.215050 1.651852 0.397567 -2.105521 -1.323137 -1.552830 -0.839823 1.463512 -0.714148 
1690442.225242 -1.622619 0.169509 0.585104 -0.265385 0.383850 -2.443300 -0.308461 -0.636366 
1690442.234838 0.000794 2.001560 -0.616327 1.059884 -0.111990 0.421353 -0.423386 -2.068850 
1690442.244975 0.323307 1.815784 1.740211 -1.552936 -0.646736 0.810925 -2.182031 -0.013948 
1690442.254946 -1.007622 0.573704 0.351392 -0.031267 -0.057803 0.144710 -0.763827 1.140048 
1690442.264913 -0.587257 -0.765006 1.538257 -0.530176 0.270924 -0.244043 0.429634 0.184117 
1690442.276033 0.459720 0.238574 0.992207 -1.760820 0.363275 0.004127 -0.008746 2.117523 
1690442.285283 -1.866970 1.229844 -0.429113 0.938899 -0.100649 0.409866 0.226818 0.032203 
1690442.295017 -0.263843 -1.279235 -0.426921 0.103038 -0.156474 -1.409362 -0.130668 1.863552 
1690442.304926 -0.137753 0.101030 -1.014638 -0.611443 -0.087043 0.870230 -0.035761 0.299905 
1690442.315020 -1.560159 0.727644 4.155837 -1.261849 0.617373 1.967405 2.315954 -0.023674 
1690442.325224 -0.486085 -1.961133 0.267059 0.446355 -0.074422 -0.717159 -1.303779 -0.157045 
1690442.335169 0.779227 0.567382 0.402095 0.531607 0.187670 -0.309638 0.099723 0.727452 
1690442.345255 -0.707361 0.346546 1.220039 -0.692480 -0.074408 0.344740 0.663594 0.380365 
1690442.354996 -0.258533 0.328128 -0.499467 0.968086 -0.690687 1.244014 -0.950161 -1.636651 
1690442.364847 -0.181698 0.077225 -1.400234 0.079246 0.958130 0.529510 0.572241 0.267975 
1690442.376538 2.345760 -1.173368 -1.168256 0.585949 -0.148163 -0.670456 -0.092754 0.864027 
1690442.385967 -0.967398 -1.693004 -0.556699 0.671635 -0.460050 0.838637 -0.376439 0.595943 
1690442.395448 -0.542029 -0.520104 -0.394212 -0.944241 0.483898 0.093688 0.621135 0.012956 
1690442.405858 1.375791 0.413945 -1.110975 0.113593 0.060513 0.533747 -1.158389 0.258378 
1690442.415326 0.003777 0.953465 1.035022 -0.802380 0.678869 0.960930 -1.084130 0.875013 
1690442.425107 1.493453 -0.722395 0.080372 1.762862 0.642233 0.861405 -0.732982 -0.592591 
1690442.435477 1.278090 0.546423 1.943131 0.343820 0.065818 1.341069 -1.857361 -0.726893 
1690442.446510 -0.963832 1.135097 0.245744 1.526829 -0.484060 -0.411506 -0.208550 -0.089151 
1690442.455915 1.965855 1.902274 -0.869572 0.923098 -0.159910 1.480196 0.198329 -0.948746 
1690442.464993 1.446295 -1.614070 -0.831577 1.257014 -0.035482 -0.968524 0.624744 0.341264 
1690442.475172 -0.231669 0.165650 -1.457222 -2.274338 -2.477123 -0.895429 0.288005 -0.655433 
1690442.485060 0.944831 0.627943 -0.578577 1.506029 1.392201 -1.674635 -0.522204 -1.037004 
1690442.495488 0.589688 0.491559 -0.314305 2.266155 -0.719962 -0.832995 -0.189304 -1.347076 
1690442.504832 -1.356219 0.281968 0.902267 -0.208514 0.501931 -1.243045 0.165763 -0.340895 
1690442.514934 -0.375337 0.115841 0.183569 -1.365108 2.079521 0.096040 1.045449 1.262100 
1690442.524886 -1.467322 0.747173 -1.095985 0.010533 -1.628395 0.299612 -1.246061 -0.829513 
1690442.535161 1.191197 -1.777230 1.191156 0.470265 -0.216158 1.526474 -0.398080 1.493819 
1690442.545362 -1.146919 -0.287329 0.389056 0.647477 -0.182759 1.077563 -0.297279 -1.432261 
1690442.554954 -0.079056 0.555323 2.292323 0.337825 2.539850 0.226054 -0.092457 -1.013124 
1690442.564906 -1.154483 0.131948 -0.383928 1.025785 1.376084 -0.063253 -0.426326 -1.271174 
1690442.575239 -0.066909 -1.397676 0.664802 0.233712 -1.319480 -1.626532 0.467032 -1.193491 
1690442.586122 -0.448268 -0.538528 0.580885 -0.136192 0.377090 -0.271643 0.646399 -0.154504 
1690442.595258 -0.492477 -0.364686 0.867308 -0.418365 -0.635031 -0.661940 1.712499 -1.660160 
1690442.604802 -0.159591 1.873842 0.298355 -0.224060 -0.668430 -1.115330 0.891632 0.501673 
1690442.615393 2.363972 -0.058268 0.943389 0.023098 0.394085 0.503731 -1.093861 0.487108 
1690442.625913 1.414829 1.299501 -0.751005 0.234173 2.422644 0.825646 0.640657 -0.287163 
1690442.634980 -1.766745 0.842403 -0.626114 -0.509101 1.732045 1.497764 0.790176 -0.843346 
1690442.645427 -0.058464 -0.076035 -0.309256 -0.549661 0.970629 -0.016612 -0.822358 0.802174 
1690442.655182 -0.288515 0.945357 -0.625158 -0.295530 -0.364198 1.212237 -0.444945 -1.597761 
1690442.664915 -0.726931 -1.253352 -1.404894 -1.611540 1.115165 -0.937170 1.634438 -0.001938 
1690442.675872 1.106123 -0.431221 1.734705 -1.226139 0.739921 -0.407244 0.774659 -0.544135 
1690442.685283 -0.239815 1.383902 -0.850833 -1.231580 -0.961066 -1.048399 0.006788 -0.723425 
1690442.695009 -0.517583 -0.407710 -1.134573 1.046682 1.196053 -2.211469 0.596273 -0.444487 
1690442.705051 -1.454487 -0.507774 0.634043 -1.414112 0.864786 -0.168464 0.797728 0.919839 
1690442.715352 -1.214693 -0.782311 -0.134670 0.805661 0.610800 -1.053175 0.619399 -0.875165 
1690442.726196 -0.291346 -0.523572 0.903842 -0.865656 2.862558 1.708947 1.488672 -0.078607 
1690442.735010 -1.133508 -0.673555 -0.779143 0.600938 0.704746 -0.141558 -0.944955 -1.882510 
1690442.744997 -0.547945 2.670329 0.353223 1.152740 -1.561787 -1.391359 0.858303 -0.605930 
1690442.755028 -0.933163 1.269533 -0.372553 0.597573 0.407089 -1.447291 1.568106 -0.769948 
1690442.765181 1.890038 -0.266206 0.702821 0.596163 1.323028 -1.118253 1.058110 1.145811 
1690442.775588 -1.714962 -1.264092 1.020409 0.748189 0.216911 1.874155 1.111297 -1.850279 
1690442.785351 -2.165078 -0.389689 0.627945 -0.611693 0.219495 -0.534179 0.097883 0.508900 
1690442.795855 -0.276522 1.173621 1.642250 -0.298222 0.050939 0.154392 -0.814279 -0.039109 
1690442.804943 0.004145 0.261489 -1.159104 -0.124439 0.110486 0.132334 -1.033259 0.954467 
1690442.815073 -0.039607 0.958833 -0.284723 -0.811477 0.089788 -1.063645 -1.413610 2.691713 
1690442.825621 -0.673737 -0.668522 0.613245 0.876480 -1.548614 -0.153952 -1.899769 1.414932 
1690442.835035 0.238509 -0.053748 -1.113319 -0.748376 0.093206 1.753470 -0.003503 -0.578183 
1690442.845759 -0.285404 0.906162 -3.213179 -0.185212 -1.014136 0.426326 1.119372 0.259236 
1690442.855094 0.785045 0.298915 0.257533 -0.763061 -0.896682 -0.872782 -0.239730 -1.123730 
1690442.865023 0.008619 0.193504 -0.815811 1.410442 -1.348912 -0.421579 0.430811 -0.216293 
1690442.876140 1.051343 1.274155 -1.719951 0.538728 -1.484006 0.326968 0.008059 -0.959860 
1690442.885510 -0.066245 0.419674 -0.510999 -0.486053 -1.066179 0.327313 -0.407888 0.290330 
1690442.896318 -0.858832 1.205196 0.314829 0.189809 1.316711 0.520932 0.125707 0.977794 
1690442.904955 0.163155 0.410947 1.074978 1.313303 -0.157811 1.408958 -1.864152 -0.750855 
1690442.915859 0.571829 0.615642 0.228524 2.149556 1.428073 -0.226231 1.791808 0.016084 
1690442.926304 -0.050212 -1.291347 -1.721545 -0.753561 -0.363320 1.727996 1.059011 -0.245270 
1690442.935200 -1.290268 -0.916923 1.194004 1.566123 -0.339210 0.205338 -0.063854 0.727635 
1690442.946364 0.940239 -0.154616 -0.827324 0.877030 -0.219140 0.972184 0.212108 0.089538 
1690442.956245 0.111777 -0.153226 1.047751 -0.530629 -0.370733 0.635389 -1.412338 0.303510 
1690442.965253 -0.451277 -1.187655 0.115278 0.420927 0.416720 1.343157 0.351288 -0.327919 
1690442.975647 -0.355090 -0.204243 0.923490 -0.101387 -0.344230 0.667809 0.784289 -1.687130 
1690442.986346 -0.749479 0.723307 0.553672 0.211607 -0.390014 0.063711 -1.524788 -0.805508 
1690442.995048 0.605840 1.656357 0.672938 0.311796 -1.306017 -0.728721 0.763830 1.059112 
1690443.005686 0.171301 0.818013 -2.019383 -0.245457 -0.694348 0.088129 0.947662 -0.313288 
1690443.015230 -1.288408 -1.077330 -0.126592 -0.323387 -0.605456 1.449751 1.400615 -1.902275 
1690443.025399 0.552578 -1.256011 -0.904376 0.261627 2.612447 -0.255933 -0.508340 -0.696212 
1690443.035660 0.308210 -0.279960 -0.793609 -0.000389 1.396895 -0.671494 -0.476985 -1.368632 
1690443.045061 -1.526908 0.334109 0.790373 -0.844741 0.929301 -1.427249 1.163860 1.334535 
1690443.055045 -0.246465 -0.896143 0.517314 -0.292156 0.420400 -0.839618 1.111729 -0.766032 
1690443.065269 0.304923 1.785066 -0.553390 0.284171 2.508790 0.093881 0.467921 0.391478 
1690443.075648 -0.906866 -0.096116 0.355474 -0.910701 -0.770005 0.743487 -1.558850 -1.197745 
1690443.085728 1.133224 -0.839577 -0.483145 0.224230 0.443576 1.307329 -0.687862 0.389512 
1690443.095569 0.769182 -0.055398 0.640353 -0.651188 1.096731 -1.891770 0.612969 0.502912 
1690443.105186 0.564597 -0.524492 -1.342176 -1.049562 -1.239455 0.337576 0.824507 0.557928 
1690443.115336 -1.105286 0.531377 0.336404 -0.458086 0.181541 -1.002474 0.293838 0.605878 
1690443.126884 -0.330058 0.364477 0.283883 -0.070597 1.186422 1.267638 -1.387343 -0.154105 
1690443.134820 0.501954 -0.898108 -1.207334 -2.227552 0.185613 1.960247 0.657519 1.499097 
1690443.145233 0.168850 2.086370 -0.019840 2.007923 0.548642 -1.477597 -0.179101 0.744454 
1690443.155661 -0.966696 0.978157 -0.410585 -0.716865 0.360509 1.680992 -0.805200 -0.097927 
1690443.165617 -0.777902 -0.173397 -0.598858 0.561201 -0.129031 -0.055014 -0.927658 -0.448449 
1690443.175610 0.703148 1.017898 -0.548857 -0.220622 2.167622 0.749815 -2.162508 0.353839 
1690443.185685 -0.284384 -1.135787 0.341887 0.418210 -0.138984 1.254226 -0.656802 0.833495 
1690443.196348 -1.197118 -0.915666 -0.333436 0.995207 0.348345 -0.299523 -1.333521 0.966062 
1690443.205535 1.235373 0.574770 0.298156 -0.714295 0.436784 -1.490072 -0.432712 0.265444 
1690443.215527 -0.835318 1.110671 0.310034 -0.378222 -0.643203 -3.017144 0.864223 1.496268 
1690443.226154 -1.899401 -0.046774 -1.512668 0.015672 0.568235 0.537464 1.284422 0.303369 
1690443.235088 0.523336 -1.816478 -0.233277 -1.403292 1.557390 0.980081 -0.615010 0.933498 
1690443.245681 -0.509960 1.421073 0.710557 0.766469 1.178079 1.464637 0.194693 0.997913 
1690443.255285 0.199533 1.083003 1.292744 -0.221631 -1.197821 1.529819 0.270299 -0.618863 
1690443.266435 -0.307887 0.022305 0.719991 -0.808879 0.191067 -0.305921 -0.456960 1.475048 
1690443.276784 -1.533251 -0.215089 -0.645103 0.904829 1.336287 -0.743695 1.429520 2.362493 
1690443.286671 0.182516 -0.878112 0.300297 -0.050919 -1.843437 -0.061918 0.046818 0.024819 
1690443.295124 0.965432 -0.784036 1.373440 -1.343244 -0.383456 -1.257197 -0.856894 -1.738975 
1690443.305296 0.586241 -0.087392 0.000237 0.616478 -1.786871 0.033974 0.131502 0.705328 
1690443.315209 -1.622276 0.062839 1.187469 0.714407 0.278086 -1.377236 -1.135772 -0.468941 
1690443.325079 0.331576 -0.800704 0.406213 -1.564016 1.881444 -0.351282 0.530899 -1.017428 
1690443.335075 0.310512 0.184898 -0.845599 2.527971 0.206169 0.384777 -0.951462 -0.330756 
1690443.345493 -0.089927 0.744400 1.307236 2.509372 0.661681 0.992023 0.062626 0.640095 
1690443.355181 -0.848479 -0.702032 0.550187 0.133938 1.041410 1.486952 -0.174329 -0.207013 
1690443.365350 -0.425352 -0.635153 0.957905 -1.035261 1.317470 0.659981 -0.328407 0.150729 
1690443.375743 0.092177 -1.999851 0.975004 0.606269 -0.724770 -0.979802 0.232303 -0.765820 
1690443.385627 1.234728 -1.076669 0.901551 -0.065208 -0.213450 -0.461466 1.009409 0.531276 
1690443.396473 0.027137 -0.316712 -1.329951 2.471071 -0.864968 1.056911 0.362221 -0.560664 
1690443.407474 -2.187519 0.514378 -0.970135 -0.590155 0.138450 0.873356 0.353933 -0.476595 
1690443.415625 -0.131255 0.676255 0.764232 0.465170 0.954518 0.464607 -0.274334 -0.511029 
1690443.426186 2.484811 0.742092 -0.632432 -1.176725 -1.170388 -0.219634 -1.809320 1.087600 
1690443.435482 0.339292 1.025455 -1.331687 -1.114659 -0.888347 0.066548 0.100108 -0.790003 
1690443.445743 0.040856 2.079697 1.226231 1.482127 2.027491 -0.386951 -1.750230 1.786409 
1690443.455396 2.195760 -0.481150 2.061046 0.660492 1.532054 0.428356 0.199058 -3.049825 
1690443.465342 -0.219649 0.369692 0.283650 -1.303908 -0.176772 2.233236 -0.996814 -0.142629 
1690443.477008 0.772546 0.108829 1.028735 0.238049 1.117809 -0.990015 -1.073675 -0.234013 
1690443.487387 1.201297 0.516651 -0.161470 -0.787875 -0.594350 1.348620 -1.411708 -0.984956 
1690443.496398 -1.061242 0.284587 -1.343951 -0.677577 -0.344586 1.825878 -0.052522 -1.045317 
1690443.506534 -1.573247 -0.585676 -0.773047 -0.892728 1.374663 0.603442 0.824794 -2.129797 
1690443.517570 0.895868 2.100592 -0.246467 1.516733 0.201558 -1.509675 0.166292 0.498213 
1690443.526092 0.178924 -0.154648 1.922440 1.733621 -0.117336 -0.238139 0.347994 -0.347145 
1690443.535878 -0.105124 -0.350448 -0.876216 1.492287 0.030506 -0.122256 -0.418957 0.331988 
1690443.545626 -0.071151 0.302746 0.253648 0.613242 0.578190 -0.794198 -0.765736 -0.575687 
1690443.555074 1.217839 2.289882 -0.134492 0.666355 0.660437 -0.350484 -0.628095 0.041803 
1690443.566759 0.812857 0.550425 1.037769 0.515677 1.299012 -0.103321 0.819923 -0.372052 
1690443.577012 -0.161738 0.559651 -0.606944 -0.172297 0.312377 -1.097870 -2.539544 1.449688 
1690443.587156 -0.460198 -0.027779 1.944611 0.115709 -1.851185 0.450874 -0.636348 -0.092981 
1690443.596480 -1.302729 -0.207585 1.106220 0.522712 0.043709 -1.057236 -1.002790 0.293246 
1690443.606094 1.109995 0.683444 -0.074076 -1.030736 -0.066775 -1.434142 0.992014 0.940970 
1690443.623129 -0.026297 -0.412396 -2.564556 1.393358 0.745249 0.146850 0.348341 -2.463826 
1690443.633753 -0.623283 0.083173 0.247917 0.743765 -0.340779 -0.662215 1.015140 -0.799708 
1690443.644408 -1.479516 0.823376 0.338230 -0.783490 0.919350 0.717700 -0.980649 -0.172609 
1690443.653638 0.943467 1.003413 -1.039170 1.445149 0.319455 1.165156 -1.319260 0.317562 
1690443.664270 0.354455 -1.333433 0.174790 -1.399590 0.371596 -0.394971 2.005956 1.606175 
1690443.670078 -0.650522 -1.384925 1.788228 -0.702964 0.929430 -1.322335 -1.459427 0.649699 
1690443.679815 2.011644 0.361906 -1.324471 0.195814 -0.468485 -0.999735 -1.204926 0.048466 
1690443.688042 -2.285132 -1.642896 -0.980414 2.201032 -0.317744 0.282439 0.159191 -0.814859 
1690443.698144 0.797298 -1.255632 0.330864 0.560147 -1.218115 -0.131418 1.499207 0.157810 
1690443.709205 0.654932 0.487324 -1.369105 -0.700014 0.224187 -1.576786 -0.131441 -1.185028 
1690443.716616 -0.259506 -0.874912 1.274355 1.109135 -0.436490 -2.330675 -0.472354 -0.125435 
